company_name,market_cap,sector,country,industry,isin,symbol
PERSIMMON ORD GBP0.10,4594903710,Consumer durables,United Kingdom,Homebuilding,GB0006825383,JD.L
JD SPORTS FASHION PLC ORD GBP0.0005,4583608336,Retail trade,United Kingdom,Apparel/Footwear retail,GB00BM8Q5M07,SECT-B.ST
SECTRA AB SER B,4552100934,Technology services,Sweden,Packaged software,SE0022419784,UNI.MC
"UNICAJA BANCO, S.A.",4551054114,Finance,Spain,Major banks,ES0180907000,VPK.AS
VOPAK,4525953250,Distribution services,Netherlands,Wholesale distributors,NL0009432491,LTMC.MI
LOTTOMATICA GROUP,4521798144,Consumer services,Italy,Casinos/Gaming,IT0005541336,KBCA.BR
KBC ANCORA ORD,4520595115,Finance,Belgium,Financial conglomerates,BE0003867844,EFGN.SW
EFG INTERNATIONAL N,4514650437,Finance,Switzerland,Investment managers,CH0022268228,EMMN.SW
EMMI N,4511044979,Consumer non-durables,Switzerland,Food: meat/fish/dairy,CH0012829898,FLU.VI
FLUGHAFEN WIEN AG,4478908017,Transportation,Austria,Other transportation,AT00000VIE62,PCT.L
POLAR CAPITAL TECHNOLOGY TRUST PLC ORD GBP0.025,4478889735,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BR3YV268,CE.MI
CREDEM,4470958541,Finance,Italy,Major banks,IT0003121677,PGE.WA
PGE,4465114168,Utilities,Poland,Electric utilities,PLPGER000010,RILBA.CO
RINGKJOBING LANDBOBANK A/S,4463001709,Finance,Denmark,Regional banks,DK0060854669,AMBU-B.CO
AMBU A/S,4441189908,Health technology,Denmark,Medical specialties,DK0060946788,EZJ.L
EASYJET ORD GBP0.27285714,4434385011,Transportation,United Kingdom,Airlines,GB00B7KR2P84,AMP.MI
AMPLIFON,4431866514,Distribution services,Italy,Medical distributors,IT0004056880,LMP.L
LONDONMETRIC PROPERTY PLC ORD GBP0.10,4431212459,Finance,United Kingdom,Real estate investment trusts,GB00B4WFW713,BAB.L
BABCOCK INTERNATIONAL GROUP ORD GBP0.60,4426189159,Producer manufacturing,United Kingdom,Trucks/Construction/Farm machinery,GB0009697037,DLG.L
DIRECT LINE INSURANCE GROUP PLC ORD GBP0.109090909,4410502165,Finance,United Kingdom,Property/Casualty insurance,GB00BY9D0Y18,SUBC.OL
SUBSEA 7 S.A.,4407799185,Industrial services,United Kingdom,Oilfield services/Equipment,LU0075646355,R3NK.BE
RENK GROUP AG,4391999817,Electronic technology,Germany,Aerospace & defense,DE000RENK730,VOE.VI
VOESTALPINE AG,4384466575,Non-energy minerals,Austria,Steel,AT0000937503,AXFO.ST
AXFOOD AB,4383915250,Retail trade,Sweden,Food retail,SE0006993770,FDR.MC
"FLUIDRA, S.A.",4379903658,Consumer durables,Spain,Recreational products,ES0137650018,NEX.PA
NEXANS,4366188614,Producer manufacturing,France,Electrical products,FR0000044448,AZE.BR
AZELIS GROUP NV,4361075801,Distribution services,Belgium,Wholesale distributors,BE0974400328,ACLN.SW
ACCELLERON N,4347892276,Producer manufacturing,Switzerland,Trucks/Construction/Farm machinery,CH1169360919,ARCAD.AS
ARCADIS,4345907061,Industrial services,Netherlands,Engineering & construction,NL0006237562,BLND.L
BRITISH LAND CO PLC ORD GBP0.25,4324395790,Finance,United Kingdom,Real estate investment trusts,GB0001367019,BKG.L
BERKELEY GROUP HLDGS ORD GBP0.05611047,4309633258,Consumer durables,United Kingdom,Homebuilding,GB00BP0RGD03,SPM.MI
SAIPEM,4308423764,Industrial services,Italy,Engineering & construction,IT0005495657,LAGR-B.ST
LAGERCRANTZ GROUP AB SER B,4264943948,Electronic technology,Sweden,Electronic production equipment,SE0014990966,RNT.F
ReinetInvest,4260928418,Finance,Luxembourg,Investment managers,LU0383812293,HLUN-A.CO
H. LUNDBECK A/S A,4254532399,Health technology,Denmark,Pharmaceuticals: major,DK0061804697,KRN.DE
KRONES AG,4246108804,Producer manufacturing,Germany,Industrial machinery,DE0006335003,BANB.SW
BACHEM N,4231605760,Health technology,Switzerland,Pharmaceuticals: major,CH1176493729,VK.PA
VALLOUREC,4224952000,Non-energy minerals,France,Steel,FR0013506730,MIL.WA
MILLENNIUM,4222613574,Finance,Poland,Regional banks,PLBIG0000016,SFZN.SW
SIEGFRIED N,4200979691,Health technology,Switzerland,Pharmaceuticals: major,CH0014284498,FNTN.DE
FREENET AG,4199569306,Communications,Germany,Specialty telecommunications,DE000A0Z2ZZ5,BBOX.L
TRITAX BIG BOX REIT PLC ORD GBP0.01,4186913627,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BG49KP99,IDS.L
INTL DISTRIBUTION SVCS PLC ORD GBP0.01,4178174004,Transportation,United Kingdom,Air freight/Couriers,GB00BDVZYZ77,ALK-B.CO
ALK-ABELLO B A/S,4173471789,Health technology,Denmark,Biotechnology,DK0061802139,TOM.OL
TOMRA SYSTEMS ASA,4147612942,Producer manufacturing,Norway,Miscellaneous manufacturing,NO0012470089,GALE.SW
GALENICA N,4129671330,Distribution services,Switzerland,Medical distributors,CH0360674466,NDA.DE
AURUBIS AG,4125778421,Non-energy minerals,Germany,Other metals/Minerals,DE0006766504,BUCN.SW
BUCHER N,4096363611,Producer manufacturing,Switzerland,Trucks/Construction/Farm machinery,CH0002432174,MGYA.F
MAGYAR TELEKOM SHARE,4085097982,Communications,Hungary,Major telecommunications,HU0000073507,WCH.DE
WACKER CHEMIE AG,4076575422,Process industries,Germany,Chemicals: major diversified,DE000WCH8881,TKWY.AS
JUST EAT TAKEAWAY.COM N.V.,4074870987,Transportation,Netherlands,Air freight/Couriers,NL0012015705,MYCR.ST
MYCRONIC AB,4074093641,Producer manufacturing,Sweden,Industrial machinery,SE0000375115,TPRO.MI
TECHNOPROBE,4063729076,Electronic technology,Italy,Semiconductors,IT0005482333,MF.PA
WENDEL,4062979437,Finance,France,Financial conglomerates,FR0000121204,ISS.CO
ISS A/S,4058766126,Commercial services,Denmark,Miscellaneous commercial services,DK0060542181,HBR.L
HARBOUR ENERGY PLC ORD GBP0.00002,4058000237,Energy minerals,United Kingdom,Oil & gas production,GB00BMBVGQ36,AKER.OL
AKER ASA,4049661566,Finance,Norway,Financial conglomerates,NO0010234552,IGG.L
IG GROUP HLDGS ORD GBP0.00005,4039189178,Finance,United Kingdom,Investment banks/Brokers,GB00B06QFB75,SHA0.F
SCHAEFFLER AG,4006783306,Producer manufacturing,Germany,Auto parts: OEM,DE000SHA0019,ACE.MI
ACEA,3987398889,Utilities,Italy,Electric utilities,IT0001207098,SCT.L
SOFTCAT PLC ORD GBP0.0005,3979477282,Technology services,United Kingdom,Information technology services,GB00BYZDVK82,SPG.F
SPRINGER NATURE AG & CO. KGAA,3969821972,Commercial services,Germany,Commercial printing/Forms,DE000SPG1003,BNP.WA
BNPPPL,3956031198,Finance,Poland,Regional banks,PLBGZ0000010,BDX.WA
BUDIMEX,3867164057,Industrial services,Poland,Engineering & construction,PLBUDMX00013,EVN.VI
EVN AG,3848712959,Utilities,Austria,Electric utilities,AT0000741053,VONN.SW
VONTOBEL N,3837303274,Finance,Switzerland,Investment managers,CH0012335540,AZM.MI
AZIMUT,3821264452,Finance,Italy,Financial conglomerates,IT0003261697,LOG.MC
"COMPANIA DE DISTRIBUCION INTEGRAL LOGISTA HOLDINGS, S.A.",3800133444,Transportation,Spain,Air freight/Couriers,ES0105027009,FNOX.ST
FORTNOX AB,3773906095,Technology services,Sweden,Packaged software,SE0017161243,IP.MI
INTERPUMP GROUP,3766924562,Producer manufacturing,Italy,Industrial machinery,IT0001078911,TUI1.DE
TUI AG NA O.N.,3752959853,Consumer services,Germany,Other consumer services,DE000TUAG505,CCC.WA
CCC,3746175509,Retail trade,Poland,Apparel/Footwear retail,PLCCC0000016,BNJ.AS
BANIJAY GROUP N.V.,3745950908,Consumer services,France,Movies/Entertainment,NL0015000X07,BHW.WA
HANDLOWY,3719947297,Finance,Poland,Regional banks,PLBH00000012,SOP.PA
SOPRA STERIA GROUP,3687135473,Technology services,France,Information technology services,FR0000050809,FIE.DE
FIELMANN GROUP AG,3685914423,Health technology,Germany,Medical specialties,DE0005772206,ALR.WA
ALIOR,3665228928,Finance,Poland,Regional banks,PLALIOR00045,GIL.DE
DMG MORI AKTIENGESELLSCHAFT,3657155003,Producer manufacturing,Germany,Industrial machinery,DE0005878003,AALB.AS
AALBERTS N.V.,3653566639,Producer manufacturing,Netherlands,Industrial machinery,NL0000852564,WIE.VI
WIENERBERGER AG,3651443136,Non-energy minerals,Austria,Construction materials,AT0000831706,LUKN.SW
LUZERNER KB N,3648848148,Finance,Switzerland,Regional banks,CH1252930610,ABDN.L
ABERDEEN GROUP PLC ORD GBP0.1396825396,3621993690,Finance,United Kingdom,Investment managers,GB00BF8Q6K64,HUH1V.HE
HUHTAMAKI OYJ,3619366781,Process industries,Finland,Containers/Packaging,FI0009000459,NDX1.DE
NORDEX SE,3610597154,Producer manufacturing,Germany,Electrical products,DE000A0D6554,BELA.AT
JUMBO S.A. (CR),3605583870,Retail trade,Greece,Specialty stores,GRS282183003,ITV.L
ITV ORD GBP0.10,3603700927,Consumer services,United Kingdom,Movies/Entertainment,GB0033986497,NKT.CO
NKT A/S,3600503233,Producer manufacturing,Denmark,Electrical products,DK0010287663,SOLB.BR
SOLVAY,3595471595,Process industries,Belgium,Chemicals: specialty,BE0003470755,PUM.DE
PUMA SE,3585246829,Consumer non-durables,Germany,Apparel/Footwear,DE0006969603,DEC.PA
JCDECAUX SE,3583929326,Commercial services,France,Advertising/Marketing services,FR0000077919,IOS.DE
IONOS GROUP SE,3570000000,Technology services,Germany,Data processing services,DE000A3E00M1,1SXP.DE
SCHOTT PHARMA AG & CO. KGAA,3539443306,Health technology,Germany,Medical specialties,DE000A3ENQ51,VRLA.PA
VERALLIA,3529924924,Process industries,France,Containers/Packaging,FR0013447729,WAWI.OL
WALLENIUS WILHELMSEN ASA,3520810533,Transportation,Norway,Marine shipping,NO0010571680,RBREW.CO
ROYAL UNIBREW A/S,3516162725,Consumer non-durables,Denmark,Beverages: alcoholic,DK0060634707,CLN.SW
CLARIANT N,3504667945,Process industries,Switzerland,Chemicals: specialty,CH0012142631,UTDI.F
UNITED INTERNET AG,3502790263,Communications,Germany,Major telecommunications,DE0005089031,SIX2.DE
SIXT SE,3495727262,Finance,Germany,Finance/Rental/Leasing,DE0007231326,BRBY.L
BURBERRY GROUP ORD GBP0.0005,3490229994,Consumer non-durables,United Kingdom,Apparel/Footwear,GB0031743007,WBD.MI
WEBUILD,3489049925,Industrial services,Italy,Engineering & construction,IT0003865570,TKO.PA
TIKEHAU CAPITAL,3479457204,Finance,France,Investment managers,FR0013230612,BWY.L
BELLWAY GBP0.125,3478770387,Consumer durables,United Kingdom,Homebuilding,GB0000904986,JUN3.DU
JUNGHEINRICH,3474120140,Producer manufacturing,Germany,Industrial machinery,DE0006219934,SBMO.AS
SBM OFFSHORE,3467570517,Industrial services,Netherlands,Oilfield services/Equipment,NL0000360618,3IN.L
3I INFRASTRUCTURE PLC ORD NPV,3463136966,Finance,United Kingdom,Investment managers,JE00BF5FX167,ALMB.CO
ALM. BRAND A/S,3449753583,Finance,Denmark,Multi-line insurance,DK0015250344,DEME.BR
DEME GROUP,3427580672,Industrial services,Belgium,Engineering & construction,BE0974413453,ALLFG.AS
ALLFUNDS GROUP PLC,3410325309,Finance,United Kingdom,Investment banks/Brokers,GB00BNTJ3546,ALSN.SW
ALSO N,3408617829,Distribution services,Switzerland,Electronics distributors,CH0024590272,JGGI.L
JPMORGAN GLOBAL GROWTH & INCOME PLC ORD GBP0.05,3399314266,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB00BYMKY695,CAMX.ST
CAMURUS AB,3396820435,Health technology,Sweden,Pharmaceuticals: major,SE0007692850,SOL.MI
SOL,3392180024,Process industries,Italy,Chemicals: specialty,IT0001206769,ENG.MC
"ENAGAS,S.A.",3383656275,Utilities,Spain,Gas distributors,ES0130960018,COL.MC
"INMOBILIARIA COLONIAL, SOCIMI S.A.",3381656222,Finance,Spain,Real estate investment trusts,ES0139140174,INCH.L
INCHCAPE ORD GBP0.10,3354667813,Distribution services,United Kingdom,Wholesale distributors,GB00B61TVQ02,ATE.PA
ALTEN,3325581800,Industrial services,France,Engineering & construction,FR0000071946,BPT.L
BRIDGEPOINT GROUP PLC ORD GBP0.00005,3313610383,Finance,United Kingdom,Investment managers,GB00BND88V85,FLY.PA
FONCIERE LYONNAISE,3307050190,Finance,France,Real estate development,FR0000033409,BREB.BR
Brederode,3305670175,Finance,Luxembourg,Investment managers,LU1068091351,COVH.PA
COVIVIO HOTELS,3303375217,Finance,France,Real estate investment trusts,FR0000060303,RCP.L
RIT CAPITAL PARTNERS PLC ORD GBP1,3296604030,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0007366395,RS1.L
RS GROUP PLC ORD GBP0.10,3278797155,Distribution services,United Kingdom,Wholesale distributors,GB0003096442,FCT.MI
FINCANTIERI,3269038633,Producer manufacturing,Italy,Trucks/Construction/Farm machinery,IT0005599938,VU.PA
VUSIONGROUP,3257767864,Electronic technology,France,Computer peripherals,FR0010282822,SHUR.BR
SHURGARD,3242671463,Finance,Luxembourg,Real estate development,GG00BQZCBZ44,CCC.L
COMPUTACENTER ORD GBP0.075555,3240634400,Technology services,United Kingdom,Information technology services,GB00BV9FP302,ROR.L
ROTORK ORD GBP0.005,3232765525,Producer manufacturing,United Kingdom,Industrial machinery,GB00BVFNZH21,SPNO.CO
SPAR NORD BANK A/S,3231992844,Finance,Denmark,Regional banks,DK0060036564,SAX.DE
STROEER SE&CO KGAA,3210990400,Commercial services,Germany,Advertising/Marketing services,DE0007493991,FRAS.L
FRASERS GROUP PLC ORD GBP0.10,3205204033,Retail trade,United Kingdom,Specialty stores,GB00B1QH8P22,KEMIRA.HE
KEMIRA OYJ,3197301804,Process industries,Finland,Chemicals: specialty,FI0009004824,VID.MC
"VIDRALA, S.A.",3193004015,Process industries,Spain,Containers/Packaging,ES0183746314,PHLL.L
PETERSHILL PARTNERS PLC ORD USD0.01,3192087489,Finance,United Kingdom,Financial conglomerates,GB00BL9ZF303,CGCBV.HE
CARGOTEC OYJ,3191279924,Producer manufacturing,Finland,Trucks/Construction/Farm machinery,FI4000571013,N91.L
NINETY ONE PLC ORD GBP0.0001,3189321080,Finance,United Kingdom,Investment managers,GB00BJHPLV88,ACP.WA
ASSECOPOL,3175987217,Technology services,Poland,Packaged software,PLSOFTB00016,PLX.PA
PLUXEE N.V.,3167934987,Commercial services,France,Miscellaneous commercial services,NL0015001W49,BME.L
B & M EUROPEAN VALUE RETAIL SA ORD GBP0.1 (DI),3163223426,Retail trade,Luxembourg,Discount stores,LU1072616219,THULE.ST
THULE GROUP AB,3155324874,Consumer durables,Sweden,Motor vehicles,SE0006422390,CWK.L
CRANSWICK ORD GBP0.10,3133640793,Consumer non-durables,United Kingdom,Food: meat/fish/dairy,GB0002318888,PNDX-B.ST
PANDOX AB SER. B,3122773319,Finance,Sweden,Real estate development,SE0007100359,ITP.PA
INTERPARFUMS,3119749283,Consumer non-durables,France,Household/Personal care,FR0004024222,ALLN.SW
ALLREAL N,3119435785,Finance,Switzerland,Real estate development,CH0008837566,TITC.BR
TITAN CEMENT,3111525377,Non-energy minerals,Belgium,Construction materials,BE0974338700,HEM.ST
HEMNET GROUP AB,3092244235,Finance,Sweden,Real estate development,SE0015671995,SYDB.CO
SYDBANK A/S,3086110985,Finance,Denmark,Major banks,DK0010311471,CMBN.SW
CEMBRA MONEY BANK N,3073232792,Finance,Switzerland,Regional banks,CH0225173167,HPOL-B.ST
HEXPOL AB SER. B,3072570426,Producer manufacturing,Sweden,Industrial machinery,SE0007074281,ARTO.PA
ARTOIS NOM.,3061300069,Electronic technology,France,Computer peripherals,FR0000076952,UQA.VI
UNIQA INSURANCE GROUP AG,3045095209,Finance,Austria,Multi-line insurance,AT0000821103,SGKN.SW
ST GALLER KB N,3041497989,Finance,Switzerland,Major banks,CH0011484067,MONET.PR
MONETA MONEY BANK,3040870388,Finance,Czech Republic,Regional banks,CZ0008040318,BGEO.L
LION FINANCE GROUP PLC ORD GBP0.01,3026844258,Finance,United Kingdom,Major banks,GB00BF4HYT85,DOKA.SW
DORMAKABA N,3016374688,Electronic technology,Switzerland,Computer communications,CH0011795959,UKW.L
GREENCOAT UK WIND PLC ORD GBP0.01,3013163216,Finance,United Kingdom,Investment managers,GB00B8SC6K54,TBCG.L
TBC BANK GROUP PLC ORD GBP0.01,2963579042,Finance,United Kingdom,Major banks,GB00BYT18307,AED.BR
AEDIFICA,2931464816,Finance,Belgium,Real estate investment trusts,BE0003851681,MAIRE.MI
MAIRE,2930352779,Industrial services,Italy,Engineering & construction,IT0004931058,IRE.MI
IREN,2925412522,Utilities,Italy,Electric utilities,IT0003027817,MANTA.HE
MANDATUM OYJ,2893522496,Finance,Finland,Investment managers,FI4000552526,EMG.L
MAN GROUP PLC (NEW) ORD USD0.0342857142,2890916598,Finance,United Kingdom,Investment managers,JE00BJ1DLW90,VIS.MC
"VISCOFAN, S.A.",2888262700,Process industries,Spain,Containers/Packaging,ES0184262212,SHC.L
SHAFTESBURY CAPITAL PLC ORD GBP0.25,2881919563,Finance,United Kingdom,Real estate investment trusts,GB00B62G9D36,SXS.L
SPECTRIS ORD GBP0.05,2862961189,Producer manufacturing,United Kingdom,Electrical products,GB0003308607,N1V2.F
Nova Ljubljanska banka d.d.,2850000000,Finance,Slovenia,Major banks,SI0021117344,DESN.SW
DOTTIKON ES N,2849392273,Process industries,Switzerland,Chemicals: specialty,CH0582581713,MMB.PA
LAGARDERE SA,2846298855,Retail trade,France,Discount stores,FR0000130213,OPL.WA
ORANGEPL,2835341912,Communications,Poland,Wireless telecommunications,PLTLKPL00017,MCOV-B.ST
MEDICOVER AB SER. B,2831989394,Health services,Sweden,Medical/Nursing services,SE0009778848,VIV.PA
VIVENDI SE,2826662747,Consumer services,France,Media conglomerates,FR0000127771,ITH.L
ITHACA ENERGY PLC ORD GBP0.01,2820943753,Energy minerals,United Kingdom,Integrated oil,GB00BPJHV584,MNKS.L
MONKS INVESTMENT TRUST ORD GBP0.05,2818477482,Miscellaneous,United Kingdom,Investment trusts/Mutual funds,GB0030517261,MOVE.SW
